symbol,entry_date,exit_date,entry_px,exit_px,shares,bars_held,ret_net,pnl_usd,exit_reason
MCHP,1998-07-23,1998-07-24,2.437143,2.522316,7470.018816,1,0.033499971592439115,610.3108605471134,target
MFE-201102,1998-07-23,1998-07-30,51.633906,48.107977,352.588207,5,-0.06959057548192538,-1267.8185081783377,target
PSFT-200501,1998-07-23,1998-07-24,39.232924,40.510413,464.036437,1,0.031117085245300435,566.898841134047,target
SNPS,1998-07-23,1998-07-28,19.037875,19.680032,956.278277,3,0.03228430308154162,588.1635075865743,target
NSCP-199903,1998-07-27,1998-07-30,29.57405,29.535548,617.990086,3,-0.002699099940664418,-49.36454993013467,target
STEI-201312,1998-07-27,1998-07-28,19.67831,20.262959,928.762181,1,0.028269759366895686,517.0330771214358,target
IMNX-200207,1998-07-29,1998-07-30,5.66795,6.028365,3247.383905,1,0.062100222011684414,1143.8174328316381,target
TLAB-201312,1998-07-30,1998-08-06,26.104866,24.88592,700.915679,5,-0.048027895257314324,-879.3964232675389,target
MCHP,1998-08-03,1998-08-05,2.315959,2.299022,7952.170952,2,-0.00870200154439138,-160.37610505060002,target
ADCT-201012,1998-08-04,1998-08-05,52.307393,52.22102,352.715926,1,-0.0030479628605346587,-56.273212953747134,target
CE-200402,1998-08-04,1998-08-05,7.579188,7.753231,2434.251434,1,0.02153208220149949,397.5374709290372,target
NSCP-199903,1998-08-04,1998-08-06,24.548439,24.907638,751.561041,2,0.013212773811741796,243.94169759910437,target
CPWR-201412,1998-08-05,1998-08-06,21.362663,22.479827,853.980133,1,0.05082299503475074,927.827659236169,target
IMNX-200207,1998-08-06,1998-08-07,5.020426,5.184556,3638.346513,1,0.031247681549770645,571.171271949479,target
ALTR-201512,1998-08-11,1998-08-18,8.794631,8.945744,2111.131561,5,0.015759308295873797,292.8019558114356,target
BMET-200709,1998-08-11,1998-08-12,11.723468,12.499524,1583.714287,1,0.06470517411765098,1202.1975315838063,target
MCHP,1998-08-11,1998-08-12,2.213899,2.373832,8386.39138,1,0.07074041283384735,1314.3299720890718,target
VKNG-199808,1998-08-11,1998-08-12,30.769347,31.74904,603.412966,1,0.030396330296009966,564.7522589866712,target
WWWW-200709,1998-08-11,1998-08-12,132.604273,140.321712,140.015271,1,0.056718583084068186,1053.809707004515,target
AFM-200008,1998-08-14,1998-08-17,44.302716,45.182126,428.132317,1,0.018423253470105205,349.68627397061573,target
MFE-201102,1998-08-20,1998-08-24,44.003099,42.118343,432.796356,2,-0.04417145477966078,-841.8068620436279,target
ALTR-201512,1998-08-21,1998-08-24,8.144417,8.768874,2340.812527,1,0.075166772019581,1434.024059706564,target
FORE-199906,1998-08-21,1998-08-24,22.975058,23.698585,829.793485,1,0.03004877931778327,573.2675668883203,target
INTC,1998-08-21,1998-09-01,11.789127,10.399157,1617.130211,7,-0.11913677022072078,-2272.879229771115,target
MCHP,1998-08-21,1998-08-24,2.119338,2.149885,8995.521934,1,0.012994080075509062,247.89974294997592,target
XLNX-202202,1998-08-21,1998-08-24,6.814059,7.19248,2797.826483,1,0.05405873318514742,1031.3270337665272,target
VKNG-199808,1998-08-26,1998-08-26,27.82718,27.5,694.170804,0,-0.013140144581537672,-254.0034327867761,delist
AFM-200008,1998-08-27,1998-08-28,42.673371,44.054196,451.330565,1,0.030913706870916435,595.8084858937473,target
APOL-201702,1998-08-27,1998-08-28,15.826381,15.618318,1216.942598,1,-0.014527196240643026,-279.9867008042929,target
CE-200402,1998-08-27,1998-08-28,6.833333,7.30556,2818.506779,1,0.06761063336450057,1303.0785749320348,target
CPWR-201412,1998-08-27,1998-08-28,23.868007,23.960835,806.929423,1,0.002484784916853222,47.889952028843254,target
DIGI-199809,1998-08-27,1998-08-28,25.951745,23.607558,742.138782,1,-0.0916013664455666,-1765.458658051688,target
FISV,1998-08-27,1998-08-28,4.711306,4.567815,4087.995473,1,-0.031813132239694175,-613.143361629729,target
JWN-202505,1998-08-27,1998-08-28,8.560676,9.017075,2249.798569,1,0.05183977753277791,999.1224763126411,target
NSCP-199903,1998-08-27,1998-08-28,24.504389,25.158466,785.973355,1,0.02525588086796815,486.76362892001634,target
AAPL,1998-08-31,1998-09-01,0.234847,0.245639,81748.241874,1,0.04449123158676782,854.7546410646864,target
